Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklWon,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Dribbler_Tkl,Tkl_Att,Tkl%,Dribbled_past,Total_blocks,Shots_Blocked,Passes_Blocked,Int,Tkl+Int,Clr,Err,Gls,Total_shots,SoT,SoT%,shots/90,SoT/90,G/Sh,G/SoT,avg_shot_distance,freekick_shots,PK_scored,PKatt,xG,npxG,npxG/Sh,G-xG,npG-npxG,SCA,SCA90,live_pass_to_shot,dead_pass_to_shot,Drib_to_shot,Shot_to_shot,Foul_drawn_to_shot,Def_action_to_shot,GCA,GCA90,live_pass_to_goal,dead_pass_to_goal,Drib_to_goal,Shot_to_goal,Foul_drawn_to_goal,Def_action_to_goal,passes_cmp,passes_att,passes_cmp%,Pass_total_dist,Prg_pass_dist,pass_5_15_cmp,pass_5_15_att,pass_5_15_cmp%,pass_15_30_cmp,pass_15_30_att,pass_15_30_cmp%,pass_30_cmp,pass_30_att,pass_30_cmp%,Ast,xAG,xA,A-xAG,direct_pass_to_shot,pass_into_att_3rd,pass_cmp_into_18_yards,cross_cmp_into_18_yards,prg_pass_opponent_area,MP,Starts,Min,G-PK,CrdY,CrdR,Gls90,Ast90,G+A90,G-PK90,G+A-PK90,npxG+xAG,xG90,xAG90,xG+xAG90,npxG90,npxG+xAG.1,Live_ball_passes,Dead_ball_passes,FK_pass,pass_betn_defender,pass_40_yards,Crs,Thrown_Ins,CK,Inswinging_CK,Outswinging_CK,Straight_CK,offiside_passes,pass_blocked_by_opponent,Touches,Touches_def_penalty_area,Touches_def_3rd,Touches_mid_3rd,Touches_att_3rd,Touches_att_penalty_area,Touches_live_ball,Dribble_succ,Dribble_att,Dribble_succ%,failed_ball_control,lost_ball_after_tackle,received_pass_successfully,prog_pass_received,2CrdY,Foul_commited,Foul_drawn,Offsides,Tackles_to_win_possession,PKwon,PKcon,OG,recovered_balls,Aerial_duel_won,Aerial_duel_lost,Aerial_duel_won%
Riccardo Orsolini,it ITA,"FW,MF",Bologna,it Serie A,24,1997,19.8,22.0,14,10.0,11.0,1.0,13.0,29.0,44.8,16.0,9.0,4.0,5.0,5,27.0,14.0,0.0,6,51,16,31.4,2.57,0.81,0.08,0.25,18.8,5.0,2,2,7.2,5.6,0.11,-1.2,-1.6,57.0,2.87,26.0,15.0,4.0,5.0,7.0,0.0,6.0,0.3,3.0,2.0,0.0,1.0,0.0,0.0,481.0,744.0,64.7,7878.0,2450.0,262.0,333.0,78.7,133.0,206.0,64.6,58.0,123.0,47.2,3,2.3,1.5,0.7,21.0,40.0,20.0,10.0,48.0,29,21,1785,4,2,0,0.3,0.15,0.45,0.2,0.35,8.0,0.36,0.12,0.48,0.28,0.4,659.0,83.0,21.0,5.0,18.0,90,13.0,42.0,30.0,1.0,0.0,2.0,23.0,953.0,18.0,119.0,447.0,399.0,54.0,951.0,26.0,58.0,44.8,51.0,29.0,712.0,81.0,0,20,44,13,14,0.0,0.0,0,73.0,26.0,35.0,42.6
Stefan Ortega,de GER,GK,Arminia,de Bundesliga,28,1992,33.0,1.0,0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,0,1.0,5.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,16.0,0.48,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245.0,1768.0,70.4,41924.0,32573.0,132.0,134.0,98.5,544.0,548.0,99.3,569.0,1081.0,52.6,0,0.2,0.4,-0.2,5.0,89.0,6.0,0.0,4.0,33,33,2970,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.01,0.01,0.0,0.01,1312.0,453.0,136.0,2.0,8.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1859.0,1170.0,1801.0,59.0,0.0,0.0,1859.0,0.0,0.0,,0.0,1.0,975.0,0.0,0,0,3,0,0,0.0,0.0,0,61.0,3.0,1.0,75.0
Pedro Ortiz,es ESP,MF,Sevilla,es La Liga,20,2000,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1,1,100.0,12.86,12.86,0.0,0.0,9.0,0.0,0,0,0.1,0.1,0.15,-0.1,-0.1,2.0,25.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,100.0,266.0,72.0,7.0,7.0,100.0,5.0,5.0,100.0,2.0,2.0,100.0,0,0.4,0.3,-0.4,1.0,2.0,1.0,0.0,4.0,1,0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,1.87,5.34,7.21,1.87,7.21,14.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,2.0,9.0,5.0,1.0,16.0,0.0,0.0,,0.0,0.0,14.0,0.0,0,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,
Victor Osimhen,ng NGA,FW,Napoli,it Serie A,22,1998,22.0,10.0,5,1.0,2.0,7.0,2.0,6.0,33.3,4.0,16.0,3.0,13.0,3,13.0,17.0,0.0,14,91,29,31.9,4.13,1.32,0.15,0.48,14.2,0.0,0,0,13.7,13.7,0.15,0.3,0.3,60.0,2.72,39.0,0.0,8.0,4.0,8.0,1.0,8.0,0.36,4.0,0.0,0.0,0.0,3.0,1.0,232.0,338.0,68.6,3347.0,423.0,137.0,169.0,81.1,61.0,92.0,66.3,19.0,30.0,63.3,2,2.0,1.0,0.0,17.0,9.0,2.0,0.0,8.0,27,23,1983,14,5,1,0.64,0.09,0.73,0.64,0.73,15.7,0.62,0.09,0.71,0.62,0.71,331.0,5.0,0.0,0.0,4.0,9,2.0,0.0,0.0,0.0,0.0,2.0,17.0,613.0,22.0,34.0,218.0,368.0,139.0,613.0,30.0,54.0,55.6,76.0,32.0,494.0,175.0,0,37,38,19,5,4.0,0.0,0,37.0,49.0,55.0,47.1
Milutin Osmajic,me MNE,"FW,MF",Cádiz,es La Liga,22,1999,2.9,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,2.0,3.0,0.0,0,4,0,0.0,1.4,0.0,0.0,,12.1,0.0,0,0,0.5,0.5,0.12,-0.5,-0.5,4.0,1.4,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,48.0,52.1,265.0,44.0,15.0,28.0,53.6,4.0,8.0,50.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,10,2,257,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.17,0.0,0.17,0.17,0.17,43.0,5.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,84.0,4.0,9.0,39.0,36.0,11.0,84.0,2.0,5.0,40.0,14.0,3.0,66.0,6.0,0,3,7,5,1,0.0,0.0,0,9.0,12.0,22.0,35.3
David Ospina,co COL,GK,Napoli,it Serie A,32,1988,31.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,11.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,6.0,0.19,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,979.0,83.4,19414.0,13796.0,198.0,200.0,99.0,401.0,407.0,98.5,211.0,361.0,58.4,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,31,31,2790,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.0,192.0,57.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1040.0,880.0,1027.0,14.0,0.0,0.0,1040.0,1.0,1.0,100.0,0.0,0.0,560.0,0.0,0,0,10,0,0,0.0,0.0,0,48.0,9.0,2.0,81.8
Patrick Osterhage,de GER,MF,Bochum,de Bundesliga,21,2000,6.7,9.0,6,3.0,5.0,1.0,3.0,7.0,42.9,4.0,7.0,1.0,6.0,11,20.0,8.0,0.0,0,4,1,25.0,0.6,0.15,0.0,0.0,23.5,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,10.0,1.51,7.0,1.0,0.0,0.0,1.0,1.0,3.0,0.45,2.0,0.0,0.0,0.0,0.0,1.0,149.0,198.0,75.3,2305.0,517.0,78.0,95.0,82.1,52.0,59.0,88.1,12.0,28.0,42.9,1,0.1,0.1,0.9,4.0,9.0,2.0,0.0,9.0,13,6,599,0,2,0,0.0,0.15,0.15,0.0,0.15,0.5,0.05,0.02,0.08,0.05,0.08,189.0,9.0,4.0,0.0,0.0,9,1.0,4.0,1.0,3.0,0.0,0.0,6.0,272.0,14.0,53.0,148.0,75.0,6.0,272.0,6.0,8.0,75.0,15.0,13.0,136.0,16.0,0,5,7,0,6,0.0,0.0,0,48.0,14.0,13.0,51.9
Tomas Ostrak,cz CZE,"MF,FW",Köln,de Bundesliga,21,2000,0.3,1.0,0,0.0,0.0,1.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0,2,0,0.0,5.81,0.0,0.0,,16.0,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,3.0,8.71,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,66.7,164.0,84.0,3.0,3.0,100.0,6.0,7.0,85.7,0.0,1.0,0.0,1,0.5,0.6,0.5,2.0,1.0,3.0,2.0,2.0,5,0,31,0,0,0,0.0,2.9,2.9,0.0,2.9,0.5,0.16,1.41,1.57,0.16,1.57,14.0,1.0,0.0,0.0,0.0,3,0.0,1.0,0.0,1.0,0.0,0.0,2.0,23.0,0.0,5.0,6.0,12.0,3.0,23.0,2.0,2.0,100.0,2.0,3.0,15.0,2.0,0,1,0,0,0,0.0,0.0,0,3.0,0.0,0.0,
Otavio,br BRA,MF,Bordeaux,fr Ligue 1,27,1994,12.7,36.0,23,13.0,21.0,2.0,16.0,39.0,41.0,23.0,9.0,3.0,6.0,18,54.0,11.0,0.0,0,12,3,25.0,0.94,0.24,0.0,0.0,30.2,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5,20.0,1.57,15.0,0.0,1.0,2.0,0.0,2.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,635.0,718.0,88.4,11187.0,3083.0,285.0,305.0,93.4,258.0,289.0,89.3,72.0,90.0,80.0,0,0.2,0.5,-0.2,6.0,44.0,4.0,2.0,38.0,16,13,1147,0,3,0,0.0,0.0,0.0,0.0,0.0,0.7,0.04,0.01,0.06,0.04,0.06,700.0,17.0,16.0,0.0,13.0,4,1.0,0.0,0.0,0.0,0.0,1.0,8.0,811.0,24.0,198.0,566.0,56.0,1.0,811.0,6.0,10.0,60.0,9.0,3.0,578.0,5.0,0,20,10,0,23,0.0,0.0,0,70.0,5.0,10.0,33.3
Paulo Otavio,br BRA,"DF,MF",Wolfsburg,de Bundesliga,26,1994,4.0,14.0,10,7.0,4.0,3.0,8.0,15.0,53.3,7.0,11.0,6.0,5.0,4,18.0,9.0,0.0,0,4,0,0.0,0.99,0.0,0.0,,19.2,0.0,0,0,0.4,0.4,0.11,-0.4,-0.4,6.0,1.49,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,144.0,202.0,71.3,2526.0,799.0,68.0,77.0,88.3,58.0,80.0,72.5,16.0,30.0,53.3,1,0.5,0.6,0.5,3.0,11.0,4.0,2.0,14.0,7,5,362,0,0,0,0.0,0.25,0.25,0.0,0.25,1.0,0.11,0.13,0.24,0.11,0.24,156.0,46.0,2.0,0.0,2.0,25,44.0,0.0,0.0,0.0,0.0,0.0,7.0,259.0,18.0,81.0,107.0,73.0,4.0,259.0,5.0,8.0,62.5,7.0,2.0,145.0,7.0,0,3,4,1,10,0.0,0.0,0,12.0,5.0,4.0,55.6
Dango Ouattara,bf BFA,"MF,FW",Lorient,fr Ligue 1,19,2002,9.0,21.0,15,9.0,11.0,1.0,11.0,23.0,47.8,12.0,10.0,1.0,9.0,14,35.0,15.0,1.0,1,24,8,33.3,2.66,0.89,0.04,0.13,17.5,0.0,0,0,2.9,2.9,0.12,-1.9,-1.9,24.0,2.66,14.0,0.0,0.0,5.0,4.0,1.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0,170.0,278.0,61.2,2732.0,727.0,85.0,115.0,73.9,60.0,103.0,58.3,16.0,29.0,55.2,2,1.6,1.3,0.4,8.0,11.0,7.0,0.0,16.0,25,7,812,1,4,0,0.11,0.22,0.33,0.11,0.33,4.5,0.32,0.18,0.5,0.32,0.5,265.0,12.0,0.0,3.0,1.0,18,8.0,1.0,0.0,0.0,0.0,1.0,13.0,409.0,18.0,84.0,173.0,159.0,41.0,409.0,9.0,21.0,42.9,20.0,9.0,248.0,50.0,0,21,20,0,15,0.0,0.0,0,47.0,21.0,20.0,51.2
Remi Oudin,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,24,1996,19.3,34.0,18,19.0,13.0,2.0,18.0,32.0,56.3,14.0,14.0,3.0,11.0,27,61.0,21.0,0.0,4,57,16,28.1,2.95,0.83,0.07,0.25,21.6,2.0,0,0,3.3,3.3,0.06,0.7,0.7,50.0,2.59,33.0,5.0,6.0,5.0,0.0,1.0,9.0,0.47,8.0,0.0,1.0,0.0,0.0,0.0,446.0,694.0,64.3,8161.0,2403.0,208.0,256.0,81.3,169.0,244.0,69.3,58.0,132.0,43.9,5,4.1,2.8,0.9,21.0,39.0,19.0,4.0,43.0,33,20,1737,4,6,0,0.21,0.26,0.47,0.21,0.47,7.4,0.17,0.21,0.39,0.17,0.39,612.0,73.0,22.0,4.0,15.0,67,31.0,19.0,13.0,4.0,0.0,9.0,29.0,891.0,33.0,195.0,388.0,318.0,44.0,891.0,19.0,30.0,63.3,31.0,14.0,530.0,74.0,0,14,14,3,18,0.0,0.0,0,109.0,17.0,17.0,50.0
Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,33,1988,20.8,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1.0,17.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,600.0,64.3,13291.0,10507.0,41.0,41.0,100.0,147.0,149.0,98.7,196.0,406.0,48.3,0,0.0,0.1,0.0,0.0,9.0,1.0,0.0,0.0,21,21,1875,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,243.0,76.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,658.0,558.0,652.0,7.0,0.0,0.0,658.0,0.0,0.0,,1.0,1.0,152.0,0.0,0,1,13,0,0,0.0,1.0,1,22.0,13.0,0.0,100.0
Azzedine Ounahi,ma MAR,MF,Angers,fr Ligue 1,21,2000,18.1,39.0,22,16.0,22.0,1.0,11.0,40.0,27.5,29.0,19.0,1.0,18.0,26,65.0,13.0,0.0,2,26,4,15.4,1.43,0.22,0.08,0.5,23.3,0.0,0,0,2.4,2.4,0.09,-0.4,-0.4,47.0,2.59,36.0,0.0,6.0,1.0,2.0,2.0,4.0,0.22,2.0,0.0,1.0,0.0,1.0,0.0,782.0,909.0,86.0,12548.0,3195.0,389.0,430.0,90.5,307.0,339.0,90.6,59.0,88.0,67.0,1,1.5,1.4,-0.5,18.0,81.0,17.0,2.0,77.0,32,16,1633,2,2,0,0.11,0.06,0.17,0.11,0.17,3.9,0.13,0.08,0.21,0.13,0.21,876.0,31.0,9.0,3.0,6.0,19,20.0,0.0,0.0,0.0,0.0,2.0,13.0,1135.0,19.0,193.0,660.0,300.0,26.0,1135.0,26.0,56.0,46.4,52.0,33.0,865.0,62.0,0,20,26,1,22,1.0,0.0,0,94.0,13.0,16.0,44.8
Adam Ounas,dz ALG,"MF,FW",Napoli,it Serie A,24,1996,3.6,6.0,1,0.0,3.0,3.0,3.0,7.0,42.9,4.0,3.0,0.0,3.0,2,8.0,3.0,0.0,0,13,2,15.4,3.59,0.55,0.0,0.0,18.7,0.0,0,0,1.0,1.0,0.08,-1.0,-1.0,30.0,8.33,19.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,204.0,77.5,2975.0,828.0,81.0,95.0,85.3,49.0,63.0,77.8,25.0,33.0,75.8,0,1.0,0.7,-1.0,12.0,12.0,11.0,1.0,21.0,15,1,326,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,0.27,0.27,0.54,0.27,0.54,191.0,13.0,3.0,2.0,5.0,16,1.0,9.0,5.0,0.0,0.0,0.0,4.0,262.0,4.0,27.0,98.0,148.0,20.0,262.0,24.0,28.0,85.7,19.0,11.0,209.0,28.0,0,9,10,0,1,0.0,0.0,0,23.0,1.0,3.0,25.0
Jesus Owono,gq EQG,GK,Alavés,es La Liga,20,2001,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,23.0,47.8,513.0,464.0,0.0,0.0,,2.0,2.0,100.0,9.0,21.0,42.9,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,1,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,21.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,,0.0,0.0,4.0,0.0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,
Reece Oxford,eng ENG,DF,Augsburg,de Bundesliga,22,1998,29.9,27.0,14,16.0,9.0,2.0,15.0,31.0,48.4,16.0,42.0,33.0,9.0,72,99.0,172.0,1.0,2,14,4,28.6,0.47,0.13,0.14,0.5,9.2,0.0,0,0,2.2,2.2,0.16,-0.2,-0.2,17.0,0.57,14.0,0.0,0.0,2.0,1.0,0.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0,931.0,1173.0,79.4,19414.0,6632.0,278.0,333.0,83.5,494.0,568.0,87.0,146.0,235.0,62.1,1,0.8,0.7,0.2,3.0,38.0,0.0,0.0,37.0,30,30,2693,2,9,0,0.07,0.03,0.1,0.07,0.1,3.0,0.07,0.03,0.1,0.07,0.1,1149.0,19.0,9.0,2.0,25.0,0,8.0,0.0,0.0,0.0,0.0,5.0,7.0,1528.0,250.0,916.0,556.0,68.0,35.0,1528.0,4.0,5.0,80.0,17.0,1.0,811.0,2.0,0,28,21,1,14,0.0,1.0,0,167.0,86.0,51.0,62.8
Alex Oxlade-Chamberlain,eng ENG,"MF,FW",Liverpool,eng Premier League,27,1993,8.7,15.0,11,2.0,8.0,5.0,3.0,14.0,21.4,11.0,12.0,2.0,10.0,6,21.0,5.0,0.0,2,21,3,14.3,2.41,0.34,0.1,0.67,21.5,0.0,0,0,1.4,1.4,0.07,0.6,0.6,25.0,2.86,22.0,0.0,2.0,0.0,1.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,316.0,407.0,77.6,5588.0,1407.0,136.0,161.0,84.5,133.0,157.0,84.7,36.0,55.0,65.5,1,1.1,0.8,-0.1,10.0,45.0,16.0,4.0,37.0,17,9,785,2,0,0,0.23,0.11,0.34,0.23,0.34,2.5,0.16,0.12,0.28,0.16,0.28,395.0,10.0,3.0,3.0,3.0,26,1.0,2.0,1.0,1.0,0.0,2.0,11.0,505.0,5.0,44.0,235.0,232.0,30.0,505.0,12.0,17.0,70.6,16.0,10.0,371.0,42.0,0,10,3,2,11,0.0,0.0,0,33.0,5.0,12.0,29.4
Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,es La Liga,24,1997,18.6,18.0,10,7.0,7.0,4.0,7.0,21.0,33.3,14.0,18.0,2.0,16.0,10,28.0,16.0,1.0,9,37,12,32.4,1.99,0.65,0.14,0.42,19.0,5.0,4,5,9.8,5.9,0.17,-0.8,-0.9,72.0,3.88,33.0,17.0,8.0,13.0,1.0,0.0,6.0,0.32,1.0,2.0,1.0,2.0,0.0,0.0,416.0,637.0,65.3,6526.0,1670.0,229.0,277.0,82.7,130.0,182.0,71.4,38.0,101.0,37.6,3,4.2,3.1,-1.2,39.0,13.0,21.0,4.0,37.0,22,19,1671,5,0,1,0.48,0.16,0.65,0.27,0.43,10.1,0.53,0.23,0.76,0.32,0.54,530.0,101.0,31.0,2.0,4.0,110,10.0,57.0,28.0,24.0,1.0,6.0,32.0,811.0,19.0,98.0,286.0,443.0,78.0,806.0,22.0,43.0,51.2,37.0,29.0,544.0,104.0,0,14,26,5,10,0.0,0.0,0,86.0,22.0,35.0,38.6
Ambroise Oyongo,cm CMR,DF,Montpellier,fr Ligue 1,30,1991,7.3,13.0,4,7.0,4.0,2.0,9.0,15.0,60.0,6.0,5.0,1.0,4.0,6,19.0,17.0,0.0,1,5,3,60.0,0.68,0.41,0.2,0.33,21.7,0.0,0,0,0.3,0.3,0.06,0.7,0.7,12.0,1.64,9.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,356.0,71.6,3558.0,1579.0,145.0,166.0,87.3,84.0,123.0,68.3,10.0,38.0,26.3,0,0.2,0.6,-0.2,2.0,13.0,6.0,2.0,19.0,11,7,659,1,5,0,0.14,0.0,0.14,0.14,0.14,0.5,0.04,0.03,0.06,0.04,0.06,280.0,76.0,5.0,0.0,0.0,23,70.0,0.0,0.0,0.0,0.0,0.0,11.0,428.0,29.0,134.0,181.0,116.0,8.0,428.0,4.0,4.0,100.0,11.0,4.0,247.0,16.0,0,7,10,1,4,0.0,1.0,0,32.0,4.0,12.0,25.0
Salih Ozcan,tr TUR,MF,Köln,de Bundesliga,23,1998,25.7,42.0,30,14.0,23.0,5.0,22.0,51.0,43.1,29.0,37.0,5.0,32.0,51,93.0,35.0,1.0,2,27,6,22.2,1.05,0.23,0.07,0.33,16.0,0.0,0,0,2.3,2.3,0.08,-0.3,-0.3,54.0,2.1,41.0,2.0,1.0,4.0,4.0,2.0,6.0,0.23,4.0,0.0,0.0,2.0,0.0,0.0,1128.0,1360.0,82.9,19294.0,4883.0,486.0,570.0,85.3,520.0,590.0,88.1,97.0,133.0,72.9,0,1.3,1.9,-1.3,19.0,90.0,12.0,5.0,77.0,31,26,2312,2,5,0,0.08,0.0,0.08,0.08,0.08,3.6,0.09,0.05,0.14,0.09,0.14,1267.0,87.0,74.0,3.0,6.0,18,12.0,0.0,0.0,0.0,0.0,6.0,15.0,1652.0,54.0,437.0,998.0,239.0,53.0,1652.0,25.0,40.0,62.5,26.0,28.0,939.0,35.0,0,38,53,1,30,0.0,0.0,0,225.0,53.0,43.0,55.2
Levin Oztunali,de GER,MF,Union Berlin,de Bundesliga,25,1996,6.4,14.0,11,6.0,5.0,3.0,7.0,17.0,41.2,10.0,3.0,0.0,3.0,4,18.0,12.0,0.0,0,7,2,28.6,1.1,0.31,0.0,0.0,20.7,0.0,0,0,0.8,0.8,0.11,-0.8,-0.8,13.0,2.05,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,173.0,67.6,1949.0,574.0,66.0,81.0,81.5,33.0,47.0,70.2,15.0,29.0,51.7,0,0.8,0.4,-0.8,6.0,8.0,5.0,3.0,14.0,18,5,572,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5,0.12,0.12,0.24,0.12,0.24,171.0,0.0,0.0,1.0,3.0,12,0.0,0.0,0.0,0.0,0.0,2.0,7.0,257.0,15.0,54.0,115.0,94.0,14.0,257.0,4.0,9.0,44.4,24.0,9.0,160.0,32.0,0,15,8,3,11,0.0,0.0,0,40.0,11.0,16.0,40.7
Fernando Pacheco,es ESP,GK,Alavés,es La Liga,29,1992,33.9,2.0,1,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0,2.0,18.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,9.0,0.27,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.0,1032.0,62.9,25444.0,21746.0,73.0,73.0,100.0,179.0,181.0,98.9,397.0,775.0,51.2,0,0.5,0.1,-0.5,2.0,48.0,2.0,0.0,0.0,34,34,3053,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.01,0.01,0.0,0.01,606.0,423.0,115.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1120.0,929.0,1115.0,5.0,0.0,0.0,1120.0,0.0,0.0,,2.0,0.0,351.0,0.0,0,0,2,0,1,0.0,0.0,0,26.0,4.0,0.0,100.0
Jon Pacheco,es ESP,DF,Real Sociedad,es La Liga,20,2001,4.2,6.0,4,4.0,2.0,0.0,3.0,3.0,100.0,0.0,6.0,4.0,2.0,6,12.0,18.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,230.0,83.9,3445.0,1182.0,75.0,85.0,88.2,105.0,111.0,94.6,11.0,28.0,39.3,0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,9.0,10,4,381,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,12.0,10.0,0.0,4.0,0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,271.0,46.0,170.0,98.0,3.0,1.0,271.0,0.0,0.0,,3.0,0.0,176.0,0.0,0,3,1,0,4,0.0,0.0,0,18.0,12.0,11.0,52.2
Goncalo Paciencia,pt POR,FW,Eint Frankfurt,de Bundesliga,26,1994,5.7,4.0,2,2.0,1.0,1.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,1,5.0,4.0,0.0,3,27,7,25.9,4.71,1.22,0.07,0.29,19.2,0.0,1,2,4.0,2.4,0.09,-1.0,-0.4,14.0,2.44,9.0,0.0,0.0,1.0,3.0,1.0,1.0,0.17,0.0,0.0,0.0,0.0,1.0,0.0,99.0,152.0,65.1,1584.0,411.0,58.0,82.0,70.7,23.0,31.0,74.2,13.0,25.0,52.0,0,0.3,0.2,-0.3,6.0,17.0,1.0,0.0,13.0,18,4,516,2,3,0,0.52,0.0,0.52,0.35,0.35,2.7,0.69,0.05,0.74,0.42,0.47,143.0,9.0,0.0,0.0,4.0,7,2.0,0.0,0.0,0.0,0.0,0.0,5.0,240.0,6.0,14.0,123.0,105.0,28.0,238.0,13.0,22.0,59.1,18.0,15.0,178.0,42.0,0,9,12,3,2,1.0,0.0,0,18.0,18.0,17.0,51.4
